Date,Current Red-Phase: Aksum (A),Current White-Phase: Aksum (A),Current Blue-Phase: Aksum (A),Current Red-Phase: Maps (A),Current White-Phase: Maps (A),Current Blue-Phase: Maps (A),Current Red-Phase: Songhai (A),Current White-Phase: Songhai (A),Current Blue-Phase: Songhai (A)
26/04/2019 06:00,26.1,15,12.9,33.8,26.2,17.8,33.2,27.4,16.3
26/04/2019 07:00,24.2,13.5,11.6,31.2,22.9,15,29.8,23.6,13.1
26/04/2019 08:00,24.2,7.4,5.2,24.7,18.3,9,33.1,26.8,16.2
26/04/2019 09:00,26.6,7.4,4.6,23.8,18.7,9.1,34.8,28.3,16
26/04/2019 10:00,30.7,14.2,11,25.1,23.7,14.6,28.8,23.2,9.7
26/04/2019 11:00,21.4,7.9,4.6,29.9,23.8,15.3,21.9,15.9,1.4
26/04/2019 12:00,22.1,7.6,4.6,29.3,26.7,14.8,22.2,15.9,2.5
26/04/2019 13:00,30.7,7.8,5.9,25.2,21.5,11.5,26.8,18.9,6.4
26/04/2019 14:00,23.1,9.2,6.7,34,30.1,21.3,23.8,19.9,6.4
26/04/2019 15:00,20.9,8.3,5.3,33.6,28,19.6,19.8,17.1,2.4
26/04/2019 16:00,20.6,8,4.6,28.2,21.8,14.1,19.6,15.1,2.3
26/04/2019 17:00,19.6,7.6,5.9,26.7,20.8,12.1,24.5,19.6,7.4
26/04/2019 18:00,19.8,8.8,7.4,27,22.4,12.3,34.8,26.2,14
26/04/2019 19:00,40.1,30.2,25.5,43.3,35.3,23.3,50.5,44,29
26/04/2019 20:00,43.5,28.5,26.9,43.1,37.8,26.3,50.4,47.1,34.7
26/04/2019 21:00,45.6,34.1,31.1,45,44.1,35.9,46.2,42.8,28.4
26/04/2019 22:00,35.1,23.6,20.5,44.7,39,28.7,46.4,43.8,29.2
26/04/2019 23:00,34.5,22.6,22.9,48.7,49.6,40,41.3,39,23.6
27/04/2019 00:00,34.7,23.2,20.6,50.6,43.7,32.1,42.5,40.1,25.5
27/04/2019 01:00,50.4,39.8,37,46,45.7,32.2,40.8,39,24.4
27/04/2019 02:00,70.3,60,57.8,39.8,35.7,26,44.9,39.1,27.3
27/04/2019 03:00,34.7,23.1,21.4,36.5,32.1,23,42.9,36.4,27.9
27/04/2019 04:00,29,18.5,15.8,33.4,28.1,20.2,39.7,35.1,23.5
27/04/2019 05:00,27.7,18.2,14.8,30.9,27,18.9,37.8,32.3,22.5
27/04/2019 06:00,37.5,26.4,23.5,31.3,26.4,18.6,37.6,31.6,20.8
27/04/2019 07:00,38.4,28.5,26,31.3,26.5,18.5,32.8,28.8,16.4
27/04/2019 08:00,18.1,8,4.5,23.8,18.6,9,30.5,25.3,14.2
27/04/2019 09:00,19.3,7.8,4.8,22.3,16.2,7.1,26.8,22.5,10.7
27/04/2019 10:00,19.7,7.2,6.1,25.9,19.2,10.7,23.6,18.3,5.9
27/04/2019 11:00,19.4,7.9,5.1,27.6,20.9,12,20.2,15.1,2.6
27/04/2019 12:00,20.3,7.2,5.2,27.3,24.8,14.2,21.7,15.5,3.4
27/04/2019 13:00,33.6,19.5,17.9,30.8,26.1,14.8,21,17.1,3.9
27/04/2019 14:00,21.1,11.3,10.9,32.3,27.5,17.7,19.7,14.3,1.9
27/04/2019 15:00,21.1,10.2,6.8,29.5,25.4,15.1,19.1,14.8,1.5
27/04/2019 16:00,26.2,12,9,28.8,26.3,19.1,20.7,14.1,1.4
27/04/2019 17:00,23.2,8.5,5.6,28.8,22.4,12.8,20.9,14.9,5.2
27/04/2019 18:00,24.6,14.4,9,32.7,25.5,16.4,26.8,21.7,8.3
27/04/2019 19:00,29.2,16.1,13.6,41.7,32.9,23.8,45.6,43.8,28.9
27/04/2019 20:00,37.5,24.2,20.6,43.4,38.2,27.2,48.7,46.8,32.6
27/04/2019 21:00,59.8,51.6,46.4,48.9,41.7,31.6,49.9,44.4,30.1
27/04/2019 22:00,37.6,27.9,23.5,43.6,36.9,26.9,54.1,49.5,35.2
27/04/2019 23:00,35,22.1,20.3,44.5,37.4,27,49.9,44.6,28.5
28/04/2019 00:00,34.2,21.1,19.6,40.8,34.1,24.9,41.1,37.2,22.6
28/04/2019 01:00,35.9,22.6,20.9,37.6,31.7,22.2,43.7,40.1,26.9
28/04/2019 02:00,33.1,20.8,19.3,35.9,29.4,20.2,43.4,39.5,25.4
28/04/2019 03:00,37.6,26.3,24.6,36,30.5,20.6,42.1,34.8,22.8
28/04/2019 04:00,62.3,52,49.7,34.9,30.1,20.7,37.1,31.2,20.1
28/04/2019 05:00,29,18.1,15.4,32.6,30.9,18.8,35.3,28.4,18.6
28/04/2019 06:00,25.2,14.2,11.5,30.8,27,16.8,32.4,26.1,15.6
28/04/2019 07:00,23.8,11.9,10.3,28.9,24.4,15.3,34.9,29,18.3
28/04/2019 08:00,22.2,9.6,7.8,26.3,23.9,15,27.7,22,10.9
28/04/2019 09:00,20.7,7.2,5.1,30.3,26.4,16.1,25.6,19.8,7.7
28/04/2019 10:00,20.8,7.5,5,24.6,20.5,10.8,29,19.7,7.6
28/04/2019 11:00,23.1,7.8,4.9,25.5,22,12.1,23.9,16.2,4.1
28/04/2019 12:00,27.1,7.9,5.8,27.5,21.8,12.3,20.3,15.8,3
28/04/2019 13:00,25,8,9.9,26.3,23.8,15.6,24.9,19.9,6.8
28/04/2019 14:00,28.1,7.9,9.1,34.4,33.7,21.7,20.7,15.5,1.3
28/04/2019 15:00,32.2,8.2,10,35.2,30.2,20.1,19.6,16.7,3.8
28/04/2019 16:00,35.6,11.4,11.3,27.6,21.8,13.6,29,29.2,25.7
28/04/2019 17:00,42.3,30.2,29.7,27.5,24.7,12.5,31.3,23.9,10.8
28/04/2019 18:00,20.8,9.3,8.2,40.6,36.7,24.8,34.4,29.8,15.7
28/04/2019 19:00,23.9,9.2,6,36,37.7,26.2,31.6,28.5,14.4
28/04/2019 20:00,43.7,24.5,23,40.4,37.8,25.9,30.4,27.8,11.2
28/04/2019 21:00,53,38.6,37.9,43.9,40.8,28.5,36.4,34.9,19.2
28/04/2019 22:00,50.2,35.9,35.3,44.2,40.9,29,30.3,27.6,11.1
28/04/2019 23:00,47.7,33.6,32.1,42.2,36.5,24.2,30,25.5,10.7
29/04/2019 00:00,42.9,29.4,28.3,38,34.9,23.2,28.9,24.8,10.3
29/04/2019 01:00,41.7,28,28.1,37.7,33.4,22.7,29.1,25.3,10.5
29/04/2019 02:00,43.5,28.6,27.7,31.7,27.3,17.2,26.8,23.3,11.9
29/04/2019 03:00,40,26.4,25.3,33.2,28.5,18.8,28.4,23.7,14.9
29/04/2019 04:00,34.5,21.8,21.4,31.6,26.2,17.1,27.6,22.3,10
29/04/2019 05:00,33.6,23.4,21.1,27.9,22.2,13.5,24.9,20.9,7.9
29/04/2019 06:00,29.9,18,16.6,28.3,22.7,13.5,24.4,20.7,7
29/04/2019 07:00,26.9,14.5,13.8,28.4,22.9,13.6,23.2,19.8,6.6
29/04/2019 08:00,28.9,13.9,12.7,28.5,22.2,13.1,23.1,19.1,5.5
29/04/2019 09:00,23.7,7.1,5.2,27.3,21.9,12.3,24.7,20.2,6.7
29/04/2019 10:00,26.5,7.5,5,27.3,20.6,11.5,21.6,15.7,1.8
29/04/2019 11:00,19.9,7.7,4.8,26.1,19.9,10.6,20.1,17.5,3.8
29/04/2019 12:00,21,7.6,5,33,27.8,18.4,23,21.2,5.5
29/04/2019 13:00,23,9.6,6.3,27.4,22.1,11.7,22.9,20.1,5.2
29/04/2019 14:00,25.2,11.2,8.6,27.6,21.6,11.3,25.1,22,7
29/04/2019 15:00,22.5,10.3,7.5,30.7,25.8,14.6,26.1,24.2,8.2
29/04/2019 16:00,21.4,8.3,4.1,32.2,26.9,16.5,22.8,18.8,3.8
29/04/2019 17:00,21.3,8.5,5.5,33.6,33.6,19.7,25.6,19.7,5.8
29/04/2019 18:00,28,12.9,9.9,38.8,34.6,19.9,44.1,41.5,28
29/04/2019 19:00,52.9,32.8,30.3,44.2,39,26.4,59,56.9,42
29/04/2019 20:00,46.6,26.4,24.5,47.5,42.1,30.8,62.7,56.9,44
29/04/2019 21:00,57.5,43.1,42.4,48.5,45.1,30.3,59.5,54.2,41.7
29/04/2019 22:00,40.9,24.6,20.5,48.4,42.3,29.6,52.6,49.9,36.3
29/04/2019 23:00,34.9,22.3,19.1,44.5,39,26.5,54.3,51.9,39.3
30/04/2019 00:00,32.8,19.7,16.5,43,33.8,23.7,42.9,42.7,27.5
30/04/2019 01:00,33.6,19.7,19.5,47.7,42.9,30.5,41.9,39.6,25.3
30/04/2019 02:00,46,33.3,32.3,39.9,32.4,23.1,39.7,37,23.4
30/04/2019 03:00,66.4,55.8,54.8,39,31,23.2,39,34.7,22.6
30/04/2019 04:00,33.1,22.8,19.8,36,29.8,22.1,27.3,23.6,11.8
30/04/2019 05:00,25.8,16,13.3,33.7,27.4,20.1,26.6,21.8,10.2
30/04/2019 06:00,25.7,16.3,12.6,34.8,28.2,20.4,25.9,20.4,8.5
30/04/2019 07:00,27.3,17.9,14.6,32.2,26.1,18.5,31.2,26.7,15.1
30/04/2019 08:00,19.1,8,4.7,30.4,26,16.8,36.2,31,20.1
30/04/2019 09:00,26.2,14.8,11.1,28.5,24.5,15,25.9,20.2,8.2
30/04/2019 10:00,26,15.7,10.9,29.5,24.1,14.9,24.4,20.7,8
30/04/2019 11:00,21.4,10.3,4.6,28.8,23.8,15.2,26.9,21.8,8.7
30/04/2019 12:00,22,8.7,5.3,35.2,32.9,22.6,26.9,24.9,9.3
30/04/2019 13:00,22.7,8.1,4.9,33.1,29.1,19.9,18.7,15.7,1.5
30/04/2019 14:00,22.4,10.8,7.6,36.2,31.9,21.2,19.3,14.9,1.9
30/04/2019 15:00,21.1,10.2,7.7,33.1,27.5,18.2,19.2,15.1,1.6
30/04/2019 16:00,19.1,9.1,5.2,26.3,19.9,10.7,18.7,15.4,1.5
30/04/2019 17:00,19.3,8,5,26.8,20.4,11.2,20.2,15.5,1.5
30/04/2019 18:00,21.3,9.8,7,26.6,22.3,11.9,23.9,20.3,7.1
30/04/2019 19:00,48.6,32.1,29.6,36.1,31.9,20.4,42.5,39.6,25.7
30/04/2019 20:00,63.6,44.9,41.6,36.3,33.7,21.4,48.7,46.1,35.8
30/04/2019 21:00,38.5,23.1,20.2,41.1,35.7,24,37.7,35.7,22.9
30/04/2019 22:00,36.4,23.4,20.7,41.3,39.1,26.8,46.4,38.8,24.5
30/04/2019 23:00,61.9,45.2,43.1,44.3,43.3,32,49.8,47,31.7
01/05/2019 00:00,37.2,27.6,25.3,51.2,46.9,35.7,60.2,55.6,42.3
01/05/2019 01:00,32.3,23.3,21,53.7,48.3,37.9,41.1,36.2,23.9
01/05/2019 02:00,31.6,21.1,17.9,48.9,42.8,34,49,47,33.6
01/05/2019 03:00,30,20.7,18.7,40.5,33,25.4,31.3,27.6,15.2
01/05/2019 04:00,48.6,38.6,37.1,36,29.6,21.4,26.6,22.6,10.5
01/05/2019 05:00,37.9,28.2,26.5,32.3,26.8,18.7,27.1,23.7,11.7
01/05/2019 06:00,24.8,15.1,12.2,32.4,26.8,18.5,25.4,21,8.9
01/05/2019 07:00,32.4,22.2,21,30,24.2,16.1,25,20.4,9.3
01/05/2019 08:00,25.4,15.5,13,23.4,17.1,8.2,35.4,30.6,20.6
01/05/2019 09:00,23.6,11.9,9.1,21.8,16.3,7.2,29.9,26.8,14.7
01/05/2019 10:00,19.4,9,6,22.7,17.5,9,21.9,18.3,5.8
01/05/2019 11:00,23.8,11.6,8.8,25.7,21.6,13.2,20.4,17.3,3.9
01/05/2019 12:00,27.3,12.1,9.1,29.7,25,16.2,19.4,17.1,2.5
01/05/2019 13:00,26.6,10.9,7.1,30.3,23.6,15.1,33.1,39.4,24.6
01/05/2019 14:00,29.1,18,14.1,33.6,28.6,19,23.3,17.9,6.7
01/05/2019 15:00,25.7,15.5,12.9,30,25.6,16.2,21.7,19.8,7.4
01/05/2019 16:00,41.7,28.5,26,32,25.8,15.9,30,25,9.1
01/05/2019 17:00,48.9,38.1,35,31,25.6,16.5,22.4,18.7,4.9
01/05/2019 18:00,31.1,13.9,11.1,50.4,49.2,35,46.7,41.7,27.9
01/05/2019 19:00,53.9,28.1,27.5,47.4,45.5,33.5,58.7,53.4,42.3
01/05/2019 20:00,41.2,24.3,21.4,56,52,42.9,58.6,53.1,41.1
01/05/2019 21:00,33.3,17.1,12.8,47.9,44.8,35.6,49.6,51.6,39
01/05/2019 22:00,47.6,29,26.5,47.1,43.4,29.1,47.7,46.2,33.8
01/05/2019 23:00,48.4,36.8,34.8,51.3,42.9,32.7,54.8,51.1,36.4
02/05/2019 00:00,45.9,33.5,31,41.9,38.6,25.2,44.3,40.9,27.3
02/05/2019 01:00,41.9,29.8,28.5,41.4,36.8,24.9,44.3,43.3,27.3
02/05/2019 02:00,35.4,23.8,21.6,39,35,23.2,32.4,28,14.9
02/05/2019 03:00,58.4,47.6,46.1,41.4,35.2,26.5,27.1,22.4,11.1
02/05/2019 04:00,51.7,41.4,40.1,36.4,29.1,22,34.4,28.3,18
02/05/2019 05:00,29.2,20.1,17.7,33.8,26.8,20.3,44,38.9,27.7
02/05/2019 06:00,29,19.9,16.8,31.1,23.9,17.3,32,27.2,16.1
02/05/2019 07:00,27.7,17.5,15.8,31.4,24.6,17.5,26.6,22.7,12
02/05/2019 08:00,19.4,8.2,5.8,28.6,22.1,14.3,24.7,25.1,13.9
02/05/2019 09:00,27.9,15.4,13.5,27.2,21.7,13.6,28.1,24.9,12.5
02/05/2019 10:00,33.7,15.3,13.6,26.7,19.7,11.9,25.4,22.4,9.5
02/05/2019 11:00,20.3,8.2,5.9,27.2,21.8,13.2,23.2,16.6,3.6
02/05/2019 12:00,22.5,11,8.4,28.4,22.4,13.7,28.3,20.8,7.7
02/05/2019 13:00,26.8,13,11.9,28.6,24.6,15,26.1,24.7,12.2
02/05/2019 14:00,19.3,7.8,6,33.2,28.4,17.9,29.9,22,8.9
02/05/2019 15:00,21.1,8.9,6.3,29.8,22.7,13.9,41.1,31.7,21.5
02/05/2019 16:00,22.4,10.9,7.3,27.6,22,12.2,38.3,26.5,17.6
02/05/2019 17:00,46.6,34.8,33.1,31,24.8,16.7,28.2,25,13.4
02/05/2019 18:00,44.1,32.3,29.4,40.6,37.2,28.2,27.6,23.6,11.3
02/05/2019 19:00,21.8,9.4,7.6,42,37.3,27.6,38,31.8,19.6
02/05/2019 20:00,22.2,9.7,6.3,49.5,40.4,30.7,31,25.7,15.1
02/05/2019 21:00,44.9,30.6,28.2,43.1,35.1,26.5,41.3,33.5,24.7
02/05/2019 22:00,26.3,10.8,8,43.7,35.5,26.4,53.2,47.9,36.5
02/05/2019 23:00,26.4,13.2,10.1,42.5,39.8,28.4,53.4,48.6,36.9
03/05/2019 00:00,45.1,32.9,30.2,47.2,40.3,30.7,45.8,39.1,26.2
03/05/2019 01:00,45.1,34.8,30.2,43.3,41.2,29.7,54.7,50.2,39.7
03/05/2019 02:00,45.4,34.1,31.2,41.3,41.4,30.8,52.6,46.9,34.9
03/05/2019 03:00,78.6,69.2,65.1,42.6,36.3,27.8,40.6,36.4,25.9
03/05/2019 04:00,51.1,40.7,38.9,35.4,29.8,22.2,37.7,32.7,22.6
03/05/2019 05:00,30,18.9,17.1,34.3,28.7,21.5,36.9,31.8,22.5
03/05/2019 06:00,30.2,19.4,16.3,33.2,27.2,19.3,32,28.6,16.9
03/05/2019 07:00,29.9,18.4,15.6,38.7,33.4,25.1,24.7,21.8,10.5
03/05/2019 08:00,36.5,18.9,15.2,32.7,27.5,18.6,29.1,25.2,14.2
03/05/2019 09:00,35.2,16.5,13.2,25.3,20.4,11.5,23.8,20,8.3
03/05/2019 10:00,23.3,19,16.1,26.6,21.7,13,28.8,26.1,14
03/05/2019 11:00,23.6,10.6,8.4,26.9,22.8,14.3,25.4,18.6,7.2
03/05/2019 12:00,26.7,15.4,12.4,28.9,29.3,16.8,23.8,19.5,7.5
03/05/2019 13:00,20.8,13.2,11.4,28.7,24.7,16.2,20.3,18.9,5.4
03/05/2019 14:00,20.7,8.2,5.8,30.6,26.8,17.8,22,20.5,6.2
03/05/2019 15:00,22.1,10.5,8.7,27.7,23.4,14.5,22.4,18.5,6.7
03/05/2019 16:00,18.3,7.9,5.5,27.5,22.5,14.2,19.1,15.3,4.3
03/05/2019 17:00,39,27.8,26.6,25.6,20.6,12.2,16.7,12.7,2
03/05/2019 18:00,26.6,14.7,13.2,28.4,23.7,15.2,21.7,17.3,6.6
03/05/2019 19:00,52.3,30.9,35.8,41,36.9,27.5,45.7,36.3,23.3
03/05/2019 20:00,64.6,51.7,51.9,37.9,37.2,24,65.5,53.6,40
03/05/2019 21:00,49.6,34.6,31.6,45.4,43.3,34.3,66.1,52.6,45.6
03/05/2019 22:00,33.5,22.9,19.4,43.6,45.4,35.1,48.7,40.3,30
03/05/2019 23:00,36.1,24.1,20.5,44,40.2,28.1,44.4,40.4,29.1
04/05/2019 00:00,38,26.1,22.1,39.8,35.1,24.8,44.9,48.9,37.1
04/05/2019 01:00,32.3,22.1,18.6,38.1,34.1,23.7,31.5,25.9,14.9
04/05/2019 02:00,67.1,55.6,54,35.9,33.5,23.4,26.8,21.9,10.6
04/05/2019 03:00,49.4,39,36.9,35.4,30.4,23.4,29.9,26,14.8
04/05/2019 04:00,28,17.9,15.8,34.7,28.5,22.5,38.4,34.7,23.9
04/05/2019 05:00,27.8,17.6,15.4,34.8,29.7,22.8,30,27,15.2
04/05/2019 06:00,28.4,17.3,14.6,28.3,24.4,15.8,26.5,22.4,10.4
04/05/2019 07:00,25.3,14.6,12.4,32,31.4,23.2,25.6,22.7,10.9
04/05/2019 08:00,19.6,7.5,5,31.5,29.4,20.2,26.6,21,9.7
04/05/2019 09:00,46.4,28.3,27.3,23.1,19.1,10.9,41.1,35.3,24
04/05/2019 10:00,26.6,8,5.7,23.2,17.3,9.9,25.9,22.5,9.7
04/05/2019 11:00,26,7.1,4.5,24,20.9,10.1,24.5,20.1,7.5
04/05/2019 12:00,37.4,15.8,14.5,25.2,20,11.9,19.2,14.1,1.2
04/05/2019 13:00,26.1,18.9,17.3,28,24.5,16,21.6,17.5,4.5
04/05/2019 14:00,24.3,8.6,7.4,29.8,24.6,16.2,18.4,16,1.5
04/05/2019 15:00,24.1,12.9,11.7,29,22.6,14.6,19.4,15.5,1.4
04/05/2019 16:00,25.5,13.3,10.2,29.1,24.2,15.7,20.3,13.8,1.4
04/05/2019 17:00,21.3,10.5,7.6,25.8,22.1,11.2,18.6,14.2,1.5
04/05/2019 18:00,21.2,7.7,5.9,24.5,22.8,11.7,28.7,25.7,13.1
04/05/2019 19:00,40.9,30.2,28.3,38.7,37.4,28.2,54.1,50.1,37.3
04/05/2019 20:00,35.7,24,18.1,40.6,42.8,32.7,56.4,51.4,40.9
04/05/2019 21:00,23.9,11.4,8.5,39.6,36.7,26.2,47.7,43.7,32.1
04/05/2019 22:00,44,28.5,27.4,42.1,38.7,27.5,42.1,39.4,26.4
04/05/2019 23:00,38.8,21.5,20,40.8,37.6,25.3,41.1,36.9,24.4
05/05/2019 00:00,27.5,11.8,9.3,43.9,41.1,30.6,32.5,27,15.7
05/05/2019 01:00,44.6,33.2,31.2,38.5,33.8,24.8,31,28.3,14.9
05/05/2019 02:00,43.3,32.6,30.7,37.2,32.7,24.5,26.5,22,10.9
05/05/2019 03:00,40.4,29.4,27.7,35.2,31,22.4,37.8,33.8,23.7
05/05/2019 04:00,57.4,47.2,45.9,33.5,28.6,21.1,35.1,31.4,21.1
05/05/2019 05:00,53,43,42,33.4,27.9,20.9,24.2,20.6,8.8
05/05/2019 06:00,29.3,19.6,17.3,32.3,29.4,21.1,26.6,22.7,10.3
05/05/2019 07:00,29,19.7,17.8,33,28.5,20.5,32.4,27.9,16.9
05/05/2019 08:00,23.2,13.5,11.1,29.5,25,16.7,37.4,31.9,20.8
05/05/2019 09:00,34.4,23.1,22.1,26.9,22.2,13.7,29,24.9,13.9
05/05/2019 10:00,27.3,12.6,10.6,22.3,18.5,11.3,27.9,27.7,16.5
05/05/2019 11:00,22.8,8.6,6.6,19.7,13.5,5.6,24.8,20.4,9.4
05/05/2019 12:00,27.4,11.4,10,18.4,13.4,5.3,28.3,22.2,10
05/05/2019 13:00,25.8,14.3,12.4,40.2,28.6,20.6,22.9,22.5,9.1
05/05/2019 14:00,23.8,13.1,9.9,29.9,23.5,15.3,22.2,16.4,1.6
05/05/2019 15:00,19.4,8.1,4.8,29.4,26.7,17,22,17.3,3.5
05/05/2019 16:00,23.4,12.7,8.6,25.7,22.9,13.8,35.7,27.1,14.3
05/05/2019 17:00,20.9,8.5,5.9,28.7,24.4,14.9,24.3,16.1,4
05/05/2019 18:00,32.8,18,15.5,39.3,39.5,27.8,33.3,29,16.8
05/05/2019 19:00,47.7,33.3,31.4,42.9,40.9,27.5,66.8,61,48.1
05/05/2019 20:00,27.7,14.2,10.8,46.9,53.7,40.8,59,55.1,41.7
05/05/2019 21:00,22.7,12.1,7.4,43.5,38.6,33.4,54.5,45,31
05/05/2019 22:00,57.9,49.6,47.3,44.6,41.5,29.1,48.3,46.1,32.9
05/05/2019 23:00,50.2,38.8,35.9,42.3,38.9,27.8,51.4,47.7,33.5
06/05/2019 00:00,49.8,41,38.1,42.4,38.4,26.3,47.7,43.3,30.4
06/05/2019 01:00,44.8,35.2,33.4,41.2,38.7,28.2,38.5,35,20.3
06/05/2019 02:00,35.4,29.1,27.2,45.1,42.1,33.3,30.1,26.1,12.5
06/05/2019 03:00,47.8,38,36,38.8,37,29.4,26.1,20.9,10.3
06/05/2019 04:00,63.9,53.8,52.9,35.7,31.3,23.7,37.3,31.5,22.5
06/05/2019 05:00,29.3,19.9,17.8,34.9,32.5,23.5,37.9,33.2,23.4
06/05/2019 06:00,43.4,33.5,31.4,30.8,27.6,18.8,26,21.7,10.5
06/05/2019 07:00,30,18.7,17.5,31,26.2,17.9,26.9,23.1,11.5
06/05/2019 08:00,36.8,18.6,17.3,30.2,25.7,17.6,35.2,32.5,20.6
06/05/2019 09:00,23.4,8.2,6.3,32.5,27.5,19.8,44.9,42.1,29.8
06/05/2019 10:00,34.6,21.6,19,26.7,21.4,12.6,26.3,25.6,13.9
06/05/2019 11:00,22.6,11.8,5.5,25.1,21.7,11,27.8,23.5,11.6
06/05/2019 12:00,23.9,11.6,5.3,28.7,24.8,15.7,26,22.1,9.2
06/05/2019 13:00,22.3,8.1,9,31,26.7,18.2,28,24.4,11.6
06/05/2019 14:00,21,8.3,5.6,30.7,27,16.4,31.4,27.1,14.5
06/05/2019 15:00,24.3,16.7,10.7,30.5,25.1,17.1,28.4,22.6,8.8
06/05/2019 16:00,23.7,11.8,8.6,27.8,21.9,15.1,24.6,20.7,8.1
06/05/2019 17:00,29.5,16.6,13.8,26.5,20.2,15.4,33.3,21.3,7.4
06/05/2019 18:00,24.7,10.4,7.6,27.5,23,13.9,31.7,25.3,11.6
06/05/2019 19:00,46.6,28.3,26.6,39.3,36.9,26.8,34.5,26.7,13.8
06/05/2019 20:00,38.9,22,20.1,45.1,44.7,32.7,35.2,34.3,21.3
06/05/2019 21:00,49.9,34.2,33.1,45.6,44.4,31.7,36.9,31.4,17.8
06/05/2019 22:00,58.6,43.8,42.6,44.8,37.5,30.7,35,32.7,18.2
06/05/2019 23:00,44,30.1,29.1,50.4,42.8,34.2,33.3,29.9,15.7
07/05/2019 00:00,32.4,20.5,17.9,44.1,41.8,29.3,47.6,43.4,30
07/05/2019 01:00,31.8,19.6,18.5,41.1,35.1,25.6,59,55.6,42.5
07/05/2019 02:00,31.9,19.6,18.2,43.2,35.2,25.8,56.4,50.4,37.8
07/05/2019 03:00,31.3,20.3,18.4,39.9,33,23.7,60.6,54,42.4
07/05/2019 04:00,63,49.8,47.7,42.8,38.5,29.1,51,47.8,35.2
07/05/2019 05:00,42.9,32.3,30.7,31,26.7,18.7,37.5,32.6,22
07/05/2019 06:00,26.2,15.3,13.4,32,24.9,18.3,38.9,33.7,23.3
07/05/2019 07:00,25.1,14,12.7,33.3,26.5,19.5,26.5,22.9,11.6
07/05/2019 08:00,18.4,6.9,4.8,30.2,25.2,17.1,24.8,22.9,11.5
07/05/2019 09:00,18.9,7.3,4.7,28.3,22.7,14.1,23.8,18.4,6.6
07/05/2019 10:00,19.5,10.6,8.4,26.8,20.7,12.1,22.3,17.8,5.9
07/05/2019 11:00,20.4,9,5.9,26.4,19.4,10.5,23.4,22.3,10.9
07/05/2019 12:00,21.3,10.3,7.5,25.8,19.3,12.4,18.2,15.6,4.6
07/05/2019 13:00,21.2,9.6,7,27.9,25.8,17.1,19.8,14.9,2.8
07/05/2019 14:00,21.1,12,5.1,29.1,22.2,13.7,22.3,16.5,4.3
07/05/2019 15:00,24,17.7,8.4,30.1,22.9,15.2,22.5,13.7,2.9
07/05/2019 16:00,20.4,15.9,10,26.1,18.4,11.2,19.8,13.4,2.9
07/05/2019 17:00,43.8,30.5,28.3,25.7,18,10.5,19.3,13.7,1.6
07/05/2019 18:00,31.3,12,9.1,33.7,30.1,20.1,26.3,23.4,10.2
07/05/2019 19:00,29.7,14.3,11.5,40.3,36.8,24.7,33.6,30.3,17.5
07/05/2019 20:00,33.1,23,20.5,43.8,35.8,24.2,33,27.4,17.4
07/05/2019 21:00,50,37.8,36.8,44.3,34.7,23.9,38.6,32.4,20.3
07/05/2019 22:00,61.9,45.3,45.5,45.7,36,24.9,71.5,69.8,55.9
07/05/2019 23:00,46.9,32.7,32.1,39.8,32.3,22.5,68.5,67.5,52.8
08/05/2019 00:00,47.3,32,31.5,40.3,34.8,24.3,32.7,28.9,16
08/05/2019 01:00,41.4,28.1,27.4,34.4,32.6,21.7,26.1,23.1,10.6
08/05/2019 02:00,43.3,34.6,31.7,32.6,28.7,20,54.8,50.8,39.1
08/05/2019 03:00,38.6,26.2,27.1,32.2,27.6,20,40.7,33.3,22.2
08/05/2019 04:00,38.8,26.4,26.6,34.1,30.6,22.7,42.5,35.3,24.5
08/05/2019 05:00,35.8,24.6,24.1,32.2,27.8,19.5,33.7,27.1,17.4
08/05/2019 06:00,30.6,20.4,19.3,31.2,26.1,18.4,26.8,27.2,16.7
08/05/2019 07:00,30.3,18.8,18.3,29.1,23.7,15.5,32.4,28.2,17.6
08/05/2019 08:00,24.7,12.1,10.6,29.2,24,14.6,41,35.3,24.7
08/05/2019 09:00,23,7.6,5.7,24.3,18.8,9.8,38.2,33.7,22.6
08/05/2019 10:00,27.3,7.2,5.3,25.4,19.6,11.3,26.3,20.9,9.5
08/05/2019 11:00,20,6.9,4.9,21.9,16.8,7.7,21.9,17.9,6
08/05/2019 12:00,19.4,7,5.4,29.1,25.8,17.2,25,25.7,18.5
08/05/2019 13:00,22.7,7.4,4.8,33.2,28,18.8,25.4,22.5,16.1
08/05/2019 14:00,22.3,7.5,5.1,26.7,22.4,13,24.4,20.1,8.1
08/05/2019 15:00,18.8,8,4.9,29.9,23.2,13.9,25.5,22.4,9.3
08/05/2019 16:00,18.6,8.2,4.3,27.3,22.4,12.8,23.4,20.5,7.2
08/05/2019 17:00,19.5,7.8,4.9,31.4,24.7,15,22.6,16.9,4.1
08/05/2019 18:00,21.5,10.8,7.3,28.2,24.5,15.7,32.4,26.4,14.6
08/05/2019 19:00,23.1,12.2,8.2,36.2,32.3,22.9,36.1,31.2,20.7
08/05/2019 20:00,38.9,25.2,22.2,40.1,37.2,27.3,48,41.9,30.6
08/05/2019 21:00,44.1,31.7,29.2,46.9,43.8,32.9,46,40.9,29.4
08/05/2019 22:00,60.3,46.9,47.3,49.9,43,33,47.4,42.3,30.5
08/05/2019 23:00,53.7,41.5,42.6,41.5,36.4,25.6,43,38.8,26.1
